,timestamp,open,high,low,close,volume,turnover,RSI,EMA,month,prev_close,prev_volume,next_close,volatility,momentum,relative_change,cluster
223,2022-02-17,43852.75,44157.06,40050.0,40538.28,1896.762825,80022513.67295288,0.5768018150308865,0.48135038219277065,2022-02,0.4899050535207306,0.012794054666345488,39969.71,0.35367046566118426,84216.82032317006,82746.2174631989,0
222,2022-02-18,40538.28,40950.03,39437.16,39969.71,1500.174704,60382219.55402693,0.4022452489020426,0.47797376749935844,2022-02,0.4320573563930357,0.022557438896739005,40091.28,0.1266941048214506,83622.2293858128,92509.19432623706,0
221,2022-02-19,39969.71,40447.35,39642.04,40091.28,571.37656,22852653.055124,0.4148846550353785,0.4751411839868846,2022-02,0.4221340609171697,0.017799589150103788,38379.6,0.06478676808984604,84376.61522500782,94971.86220612895,0
220,2022-02-20,40091.28,40112.35,38000.0,38379.6,922.334473,35576007.80469044,0.30713332173214747,0.4694463376607059,2022-02,0.42425583137815254,0.0066568398338537,37001.54,0.17914507749353867,81754.03123796654,90462.34112916661,0
219,2022-02-21,38379.6,39478.12,36788.93,37001.54,2358.966791,90070714.11650956,0.19081744230133438,0.46177228297378187,2022-02,0.3943817500862619,0.010867266039349333,38242.38,0.2296151833789182,80128.40872438818,93820.63346023686,0
218,2022-02-22,37001.54,38419.12,36334.18,38242.38,1837.647049,68851986.47149149,0.25050210533125783,0.4570995801107735,2022-02,0.3703303640414973,0.028102478967485075,37222.66,0.17674686377341167,83662.1265133351,103264.58044728613,0
217,2022-02-23,38242.38,39250.0,37033.48,37222.66,1422.586624,54390704.7706251,0.21096783726244708,0.45100601254981937,2022-02,0.39198683898437764,0.021848229606368594,38320.27,0.18825933955941457,82531.51390055091,94957.95345987237,0
216,2022-02-24,37222.66,39790.0,34311.12,38320.27,3447.056833,124154974.31591804,0.2854484286476411,0.4475011919244763,2022-02,0.3741895882278305,0.01686876846430238,39199.35,0.4736966439006976,85630.66018665535,102407.70191360902,0
215,2022-02-25,38320.27,39682.36,38027.31,39199.35,1619.855918,62955351.82457906,0.35475874216953607,0.44593870463591506,2022-02,0.39334625908149007,0.0411562459779347,39104.76,0.13913401823727406,87902.00010402585,99655.0895012326,0
214,2022-02-26,39199.35,40315.83,38581.0,39104.76,768.381481,30181026.55514739,0.3567733401146882,0.4443519448449494,2022-02,0.4086889092159049,0.019235399260278258,37662.03,0.1461142988134052,88003.0257585574,95682.43822939781,0
213,2022-02-27,39104.76,39858.29,37000.0,37662.03,1313.542721,50600866.46231978,0.32274750576459066,0.44027639716757844,2022-02,0.40703802274799045,0.009020298958908381,43178.53,0.24441043839801802,85540.78748234155,92526.05618442358,0
212,2022-02-28,37662.03,44225.71,37436.93,43178.53,2420.552195,96735477.51250884,0.48629487293961415,0.4466830905476639,2022-02,0.3818579462721015,0.015560573692980258,44409.75,0.5883051864762094,96663.79639303152,113073.85001040716,0
211,2022-03-01,43178.53,44978.55,42834.83,44409.75,1932.448519,84742328.06677172,0.4664325631159997,0.4547325094468186,2022-03,0.478137840555329,0.028841316273249533,43900.44,0.18188976791310818,97660.26036166711,92879.64284646597,0
210,2022-03-02,44409.75,45338.18,43324.95,43900.44,1591.960403,70265172.25551774,0.4711006469839506,0.46108338140332344,2022-03,0.49962641690616666,0.02298555855329423,42467.63,0.17047266071356754,95210.49920083322,87865.53090091674,0
209,2022-03-03,43900.44,44083.33,41843.94,42467.63,1968.83472,84462862.41716963,0.5266652397852345,0.4642076521646164,2022-03,0.4907373907197458,0.018900738028771,39147.92,0.19026032999280817,91483.1231116548,86537.40282623329,0
208,2022-03-04,42467.63,42517.19,38522.16,39147.92,4275.329252,174228262.36760247,0.44878966050194125,0.46095996679234413,2022-03,0.46573044875872854,0.023422082160638655,39394.11,0.34386849984338563,84925.94121013675,84056.03364325351,0
207,2022-03-05,39147.92,39601.47,38583.33,39394.11,1587.088609,61990863.69121229,0.4520851771894616,0.458472063338313,2022-03,0.407791297512291,0.05109299271898015,38387.97,0.08340814080253126,85923.77742952581,96602.60640435846,0
206,2022-03-06,39394.11,39676.68,38100.0,38387.97,1866.601568,72587044.68346208,0.47004742968568913,0.4543800677409718,2022-03,0.41208807031634936,0.01884229133654504,38005.14,0.13227710436473175,84483.27368491836,93153.77143157905,0
205,2022-03-07,38387.97,39542.38,37155.76,38005.14,3747.458097,143537957.58268753,0.4976039536153556,0.44997728354005234,2022-03,0.39452783233318495,0.022195595660956233,38725.35,0.20314208869453512,84459.13030037143,96329.69427635225,0
204,2022-03-08,38005.14,39368.73,37875.76,38725.35,4207.607882,162690331.92504084,0.48356259547535974,0.447311652634011,2022-03,0.387846271211378,0.044760146352477936,41941.57,0.12495297191263925,86572.53273040029,99846.16335946029,0
203,2022-03-09,38725.35,42582.09,38659.83,41941.57,5195.569327,216271547.09961703,0.5900577021232488,0.45078493183655816,2022-03,0.40041615114643153,0.050280542506694816,39415.0,0.33750155302055906,93040.19778166592,104743.9506717376,0
202,2022-03-10,41941.57,42038.48,38529.8,39415.0,6351.181082,251192222.14037764,0.49594960772403596,0.44930430386011794,2022-03,0.4565490835477008,0.06213307126859036,39415.0,0.30131573651671945,87723.51022919889,86331.44796751821,0
303,2022-03-10,41941.57,42038.48,38529.8,39415.0,6351.181082,251192222.14037764,0.4751819151220191,0.4479646880719102,2022-03,0.4124526650759934,0.07599689321532846,38727.01,0.30131573651671945,87985.8459490558,95561.48107340484,0
302,2022-03-11,39415.0,40232.46,38232.65,38727.01,6369.021624,248694514.00622657,0.46069736648481663,0.4454937703933293,2022-03,0.4124526650759934,0.07599689321532846,38795.01,0.1692984896765693,86929.53096075323,93893.4351174568,0
301,2022-03-12,38727.01,39542.69,38664.14,38795.01,1564.304705,61160805.7510565,0.499013898644165,0.44338260463210194,2022-03,0.4004451232527509,0.07621092539062535,37773.52,0.07119483714720239,87496.81699755741,96878.71646370523,0
300,2022-03-13,38795.01,39310.76,37580.92,37773.52,1921.267244,74328491.74303623,0.2923514656125372,0.43960337951184475,2022-03,0.4016319324272745,0.018568953870963814,39667.58,0.1456777031744621,85925.3639918906,94049.09151467266,0
299,2022-03-14,37773.52,39930.82,37565.23,39667.58,3231.016435,125206610.34018728,0.3201760975833765,0.43964983225433857,2022-03,0.3838037897260374,0.022851417302941927,39275.96,0.20130208743461994,90224.39550760525,103352.79968060002,0
298,2022-03-15,39667.58,39895.0,38125.01,39275.96,3961.579503,154613641.53590104,0.3228746385806799,0.43897527451100465,2022-03,0.41686096303630477,0.03856441909644504,41107.77,0.1491905919326926,89470.91853516431,94217.36891112162,0
297,2022-03-16,39275.96,41709.99,38825.0,41107.77,7634.908714,307234707.4648737,0.4276105907676012,0.441716806950983,2022-03,0.4100259893756146,0.047328951173755664,40912.43,0.2467465312957704,93062.63116167708,100255.49852732188,0
296,2022-03-17,41107.77,41460.51,40504.02,40912.43,3865.493959,158090381.45812947,0.5366683251151063,0.44383980786195415,2022-03,0.4419967086989099,0.0913977155426816,41751.44,0.07801412854985576,92177.3699327953,92561.74808116214,0
295,2022-03-18,40912.43,42320.0,40139.64,41751.44,4819.982049,197424730.75326547,0.5555435033165728,0.4472958390060147,2022-03,0.43858742481432994,0.04617621724914145,42194.5,0.1850955523241065,93340.89223128137,95194.25102133266,0
294,2022-03-19,41751.44,42395.24,41500.01,42194.5,4224.352244,176838657.77823296,0.6137203093092477,0.4512334356722186,2022-03,0.45323073018958066,0.057627167685382154,41256.06,0.07265423900242701,93508.24967947321,93096.17366770469,0
293,2022-03-20,42194.5,42283.45,40913.58,41256.06,4742.313777,197067746.70361865,0.5880956908440292,0.45307886528675784,2022-03,0.4609634900846458,0.0504814238601211,41000.0,0.11418244623049087,91056.12749123413,89498.62608193596,0
292,2022-03-21,41256.06,41544.49,40500.0,41000.0,6019.878851,247325243.7772972,0.5552630900309937,0.45428000102095306,2022-03,0.44458482535317617,0.0566953849397845,42357.83,0.08571361075967651,90251.70737839266,92219.87138810864,0
291,2022-03-22,41000.0,43381.59,40870.2,42357.83,6023.188605,255411590.9719369,0.48779535491827253,0.4578513006920392,2022-03,0.440115790688051,0.07202227533759574,42891.39,0.2140587295504379,92513.38171296318,96241.4682236015,0
290,2022-03-23,42357.83,43025.01,41754.82,42891.39,5052.833905,213673778.14542705,0.6484859891587711,0.4620587848624617,2022-03,0.4638141010033949,0.07206198230660585,43991.52,0.10546103274554834,92825.6952283295,92474.3902634928,0
289,2022-03-24,42891.39,44221.99,42611.0,43991.52,5874.522961,254526181.08930495,0.6826378908156729,0.467878574519545,2022-03,0.47312636428514215,0.06042068086797478,44306.33,0.1352790274854017,94022.36930083622,92979.48749929172,0
288,2022-03-25,43991.52,45110.0,43566.97,44306.33,4156.157818,184160851.9621007,0.737924595006568,0.47372013794483053,2022-03,0.4923270168905635,0.07027844730092986,44514.73,0.12933292736063515,93527.49172132918,89992.70028447697,0
287,2022-03-26,44306.33,44796.58,44070.01,44514.73,1638.552355,72742879.23518492,0.7412639455476864,0.4793866923903087,2022-03,0.49782141977632505,0.04966329841640405,46841.13,0.05789748139437649,92856.66732080423,89418.07324920011,0
286,2022-03-27,44514.73,47000.0,44427.28,46841.13,2750.776459,124642662.60178402,0.8556849066049796,0.4887704225302372,2022-03,0.5014586408347179,0.019459699569170846,47127.99,0.21942474368598744,95833.62468435724,93408.75742691201,0
285,2022-03-28,46841.13,48187.75,46651.05,47127.99,2660.701221,125867752.82363492,0.8335795419195812,0.49778536061531115,2022-03,0.542061477064302,0.032803001829648744,47433.63,0.12877908960622397,94674.32339991922,86941.14954221778,0
284,2022-03-29,47127.99,48100.0,46929.53,47433.63,2492.874291,118547970.91773708,0.8707031012840727,0.506500993349045,2022-03,0.547068066473182,0.031722373274220055,47057.17,0.09673611949596428,93648.62877241994,86704.17053900323,0
283,2022-03-30,47433.63,47696.43,46494.49,47057.17,1768.404498,83434015.98175922,0.8070594629705562,0.5136977191806944,2022-03,0.5524024246511436,0.029708961187227496,45513.51,0.09948955932713573,91603.78671202261,85185.39292671066,0
282,2022-03-31,47057.17,47607.91,45201.34,45513.51,2145.493353,99753580.96655267,0.6981631592787573,0.5173844529358367,2022-03,0.5458320396240679,0.02101752985444202,46279.92,0.20488759630914904,87967.45313333053,83382.72740329905,0
281,2022-04-01,45513.51,46700.0,44214.81,46279.92,3274.689283,149005964.68454504,0.6960769098431882,0.5221224464807388,2022-04,0.5188904241778163,0.025541447788990323,45806.21,0.2117663837106959,88637.05858556833,89189.1600869407,0
280,2022-04-02,46279.92,47197.96,45610.0,45806.21,2310.471212,107278440.51498264,0.6497610138725163,0.5255424078188993,2022-04,0.532266636228502,0.03908836027821241,46418.31,0.1332640379934451,87158.8739102796,86057.76619389572,0
279,2022-04-03,45806.21,47435.89,45529.0,46418.31,1728.474965,80273273.59371468,0.7350304996805718,0.5297566793508601,2022-04,0.5239989395510964,0.02752067970008322,46590.38,0.1611685364159262,87620.9438268884,88583.74034273047,0
278,2022-04-04,46418.31,46884.61,45096.75,46590.38,2421.453932,111397451.49291228,0.759349392748222,0.5338844454364249,2022-04,0.5346819674294185,0.020538497053388175,45488.93,0.1507541117859827,87265.78665814022,87135.62109083607,0
277,2022-04-05,46590.38,47195.58,45337.27,45488.93,4180.822815,192990147.33843228,0.6360922292391155,0.5356036573411469,2022-04,0.537685118233246,0.028852134371245414,43175.09,0.15691807225964122,84929.2079560415,84600.43020039296,0
276,2022-04-06,45488.93,45508.0,43114.09,43175.09,5004.900674,222261265.08610028,0.4826384960122908,0.5329252695248134,2022-04,0.5184614275673782,0.0499592032696087,43447.67,0.2037799208003267,81014.2801320481,83274.41395427927,0
275,2022-04-07,43175.09,43898.97,42740.02,43447.67,3904.959633,169601036.75754935,0.4434324460358592,0.5310007332432443,2022-04,0.47807780197355904,0.05984562806408922,42276.04,0.09572818727940612,81821.24106288985,90878.91498589377,0
274,2022-04-08,43447.67,43971.91,42100.0,42276.04,4031.901687,173959296.37419933,0.3783673886671487,0.5271156371411534,2022-04,0.48283516145578903,0.04664968515475652,42746.05,0.1581079922375226,80201.5912744439,87556.91494665416,0
273,2022-04-09,42276.04,42800.68,42117.01,42746.05,1906.673752,80894784.41468167,0.3918617968350404,0.5244605746566029,2022-04,0.46238661390950836,0.048172603233942395,42151.82,0.05414398381708843,81503.79190545164,92445.5560077084,0
272,2022-04-10,42746.05,43413.6,41880.0,42151.82,2338.760482,99761499.39493217,0.2288884852464428,0.5209710530007325,2022-04,0.47058973420535893,0.02267633983960378,39524.11,0.12850785784655994,80909.10000884008,89571.33219542677,0
271,2022-04-11,42151.82,42409.85,39180.89,39524.11,7883.472062,321072985.98437285,0.1505773874810294,0.513005682049225,2022-04,0.4602185927968712,0.027860064792512643,40067.1,0.27684188238340984,77043.19538224042,85880.16738135554,0
270,2022-04-12,39524.11,40699.99,39254.47,40067.1,5197.294158,207245754.01894864,0.16617254788654648,0.5067924811498887,2022-04,0.41435697020882095,0.09437971878403587,41138.2,0.12080137610745677,79059.17056348112,96696.05804588644,0
269,2022-04-13,40067.1,41544.57,39580.7,41138.2,2367.863126,96225388.7361324,0.23818293646979524,0.503130912830021,2022-04,0.4238338159981528,0.06215376398806881,39953.53,0.16615395114678586,81763.40554726604,97061.09945310095,0
268,2022-04-14,41138.2,41490.73,39557.21,39953.53,1398.007652,56750670.53563382,0.24639178534393172,0.4976503557156941,2022-04,0.4425278058045092,0.02820920789602435,40554.93,0.1634985047255578,80283.33927780674,90283.78996334491,0
267,2022-04-15,39953.53,40861.03,39770.86,40554.93,1120.824172,45123720.25716769,0.2368866979513641,0.49379219835541327,2022-04,0.42185167014593744,0.016573895649131108,40375.27,0.089710341979502,82128.54788485756,96134.52077669914,0
266,2022-04-16,40554.93,40700.0,39997.37,40375.27,852.607043,34423305.5310305,0.24382007458913355,0.48997274262143425,2022-04,0.43234795011003296,0.013248537978901074,39686.18,0.05580287225684079,82402.09406597947,93385.05627648854,0
265,2022-04-17,40375.27,40595.68,39545.46,39686.18,1083.408195,43538653.42647931,0.19133156537951693,0.4852561474496219,2022-04,0.4292123304586372,0.010030749215994898,40797.06,0.0862149520444754,81782.9819414552,92461.81428493238,0
264,2022-04-18,39686.18,41099.8,38539.14,40797.06,2537.006852,100941199.43461548,0.24631868165219037,0.48302144043659717,2022-04,0.41718559025168916,0.012799660195470039,41495.27,0.21836956464677804,84461.21344361865,97790.15327398299,0
263,2022-04-19,40797.06,41764.88,40569.1,41495.27,1866.683213,76770601.07944138,0.31115752319479906,0.4822771475689314,2022-04,0.43657386342514176,0.03023841752505919,41356.04,0.09895059557244792,86039.29904624315,95046.53599871672,0
262,2022-04-20,41495.27,42200.0,40828.57,41356.04,2470.742783,102642995.30234724,0.3837127890316272,0.4813489766328232,2022-04,0.44875977568608477,0.022196575152327744,40484.32,0.11431893705148359,85915.95839741385,92155.29885003166,0
261,2022-04-21,41356.04,42972.47,39750.0,40484.32,6185.689675,258091194.2381288,0.3365733945875561,0.4789141293630665,2022-04,0.44632978390124783,0.029443450486944935,39707.22,0.27627404557043567,84532.56774802669,90703.94835934433,0
260,2022-04-22,40484.32,40798.43,39180.01,39707.22,6811.386482,272970667.9230277,0.35037131544994593,0.4752892344534299,2022-04,0.43111558840689906,0.07401150029211163,39437.61,0.1359291087674355,83542.27664429904,92102.41975044337,0
259,2022-04-23,39707.22,39973.36,39284.77,39437.61,1708.01893,67715856.23565067,0.3132627553595212,0.4715162351566525,2022-04,0.4175528029727476,0.0815179565801844,39456.9,0.05457445486791075,83638.98322750772,94448.39590687881,0
258,2022-04-24,39437.61,39935.02,38936.48,39456.9,2177.7658,86171273.54740764,0.33549612922375793,0.4681378659750873,2022-04,0.41284727912652247,0.020293086926890937,40421.83,0.08169325612852507,84283.7863157042,95571.629383632,0
257,2022-04-25,39456.9,40612.23,38170.08,40421.83,3931.544588,154255713.52548403,0.5227334206999166,0.46684687549615494,2022-04,0.4131839489644131,0.025928618875696297,38121.28,0.20800063695716497,86583.7714136258,97829.10715036628,0
256,2022-04-26,40421.83,40787.31,37700.0,38121.28,3692.110369,144303576.48624018,0.3736808834710156,0.46146928928418846,2022-04,0.430024945681664,0.04696862365723139,39229.08,0.2644483408490779,82607.48746648364,88647.99672173942,0
255,2022-04-27,38121.28,39473.0,37882.28,39229.08,3118.480004,121249051.38954917,0.3758114954694426,0.45863090697354897,2022-04,0.3898732714691599,0.04409614216350316,39746.88,0.13350552175366243,85534.18614536482,100619.08060253276,0
254,2022-04-28,39229.08,40377.66,38882.55,39746.88,3908.02964,154936126.55290675,0.4589882122858535,0.45701031741166903,2022-04,0.40920778916823713,0.03721432462470321,38595.03,0.12514020932092348,86970.51570912242,97130.28892485208,0
253,2022-04-29,39746.88,39921.54,38170.01,38595.03,3547.86361,138167001.67019036,0.37227017979351906,0.4534364141736568,2022-04,0.41824499197071235,0.046686515889853404,38595.03,0.1475754505509506,85115.74138552732,92277.5227341171,0
354,2022-04-29,39746.88,39921.54,38170.01,38595.03,3547.86361,138167001.67019036,0.3797136487901758,0.45020288267259806,2022-04,0.3981416662696093,0.042365620321269004,37626.05,0.1475754505509506,85727.0827943244,96936.9325746445,0
353,2022-04-30,38595.03,38791.11,37564.58,37626.05,1811.462904,69416687.83500503,0.368224215153647,0.4455042666043844,2022-04,0.3981416662696093,0.042365620321269004,38471.49,0.10164103964008438,84456.2158349554,94503.17574361785,0
352,2022-05-01,37626.05,38669.99,37380.0,38471.49,2345.71255,89384930.50610973,0.3522697412638429,0.44280012419308584,2022-05,0.38122998459416985,0.021534099603331743,38523.67,0.10719341624275777,86881.2927051038,100913.12416301407,0
351,2022-05-02,38471.49,39169.0,38052.17,38523.67,3732.689841,144322324.11426565,0.30989557372595966,0.44044899813682775,2022-05,0.3959855132487174,0.027943468437808393,37730.95,0.0920429351126141,87463.54223522247,97284.55391823991,0
350,2022-05-03,38523.67,38763.79,37521.0,37730.95,3148.108898,120041667.36481272,0.2867076199858497,0.4368712695102365,2022-05,0.39689621475940334,0.04458297225333782,39695.33,0.1030636939665811,86365.28827136895,95064.02858152054,0
349,2022-05-04,37730.95,40032.79,37665.29,39695.33,4581.912607,178775440.55956873,0.43368339900617847,0.4372287001651219,2022-05,0.3830608122766334,0.037569781125658216,36554.26,0.20146920119621978,90787.48205757956,103625.70554599407,0
348,2022-05-05,39695.33,39845.4,35555.0,36554.26,6317.969126,236189956.4506059,0.34961165040273856,0.4318045588034625,2022-05,0.417345285897967,0.05477105935958263,36018.37,0.36971163689241926,84653.64121382243,87586.5713352057,0
347,2022-05-06,36554.26,36669.99,35250.0,36018.37,5322.39094,191757862.67737535,0.3418759345165079,0.42591643062102696,2022-05,0.36252395216530725,0.07559845088165135,35468.77,0.11856765132544846,84565.75396974418,99353.4558500675,0
346,2022-05-07,36018.37,36139.47,34776.02,35468.77,2483.667472,88493299.06951626,0.3259015970369641,0.4195834182759715,2022-05,0.35317102321625643,0.06365454442254778,34046.76,0.11362073400563877,84532.29768306339,100428.44541993608,0
345,2022-05-08,35468.77,35515.96,33701.01,34046.76,5493.031855,189335470.74653733,0.24661122375022884,0.4112515555606416,2022-05,0.34357881259393025,0.029598507396186018,30089.17,0.15312432738898307,82787.16101640154,99093.46901849349,0
344,2022-05-09,34046.76,34256.4,30039.1,30089.17,11160.06441,359482680.02029467,0.21599288994718766,0.39647160399226106,2022-05,0.3187603638547493,0.06570171576028523,31018.89,0.36331581701130644,75891.37084577519,94393.32693617717,0
343,2022-05-10,30089.17,32649.95,29715.0,31018.89,17749.795868,556131723.586994,0.20761961000548804,0.3848004688452262,2022-05,0.2496882444282364,0.1336888489552814,29128.67,0.2511177373321647,80609.32278127594,124229.47817501567,0
342,2022-05-11,31018.89,32171.0,27788.23,29128.67,27073.998443,821111357.640838,0.1562844150173402,0.3707821451514037,2022-05,0.2659147183361495,0.21274555914817045,29028.65,0.37779346838925104,78559.06655365165,109540.39801760696,0
341,2022-05-12,29128.67,30227.63,26782.62,29028.65,15939.769669,454410673.3648349,0.17001843124445615,0.35791588327308194,2022-05,0.2329245648380905,0.32460759562868113,29274.21,0.2957449861496818,81103.67111584367,124625.82937790726,0
340,2022-05-13,29028.65,31068.85,28767.0,29274.21,13941.603105,420978248.8868772,0.18183781672727814,0.34672430544411564,2022-05,0.23117890816697512,0.19103075672140976,30082.12,0.19572521247946087,84429.79859227913,126629.10753063996,0
339,2022-05-14,29274.21,30337.04,28633.86,30082.12,6374.426643,187449664.66023225,0.23456071057778347,0.3380769061752808,2022-05,0.2354646855330929,0.16705884284690833,31330.65,0.14334511004135,88979.10911281675,127755.3976606257,0
338,2022-05-15,30082.12,31455.81,29478.31,31330.65,3639.209214,110125748.4455404,0.2522210923364311,0.3325376293790851,2022-05,0.24956520024176004,0.07627576915905407,29867.1,0.16734649594814774,94215.85617504596,125539.9406826321,0
337,2022-05-16,31330.65,31330.65,29099.39,29867.1,4410.288309,132049453.62266149,0.22557683539805176,0.32484789844406253,2022-05,0.2713558893398183,0.0434614894001304,30442.84,0.1895490028295601,91940.79843260704,110065.1572986813,0
336,2022-05-17,29867.1,30790.41,29445.13,30442.84,3824.546615,115586094.05116937,0.26181937557076784,0.31894401209270357,2022-05,0.24581243981961204,0.05271209042048083,28705.6,0.11203096591754222,95447.85260661847,123844.80708096098,0
335,2022-05-18,30442.84,30715.0,28647.25,28705.6,4927.373222,144994671.92531252,0.1523432489785489,0.3104235982628352,2022-05,0.25586087385108586,0.04568497381556472,30316.49,0.17524283991901568,92471.35120216281,112191.22215549459,0
334,2022-05-19,28705.6,30541.94,28690.76,30316.49,4791.165154,142070182.9009516,0.27347376750321784,0.30566225951099596,2022-05,0.22554069193418308,0.058915534729661094,29205.79,0.15629423921241323,99181.9676601255,134415.94152843562,0
333,2022-05-20,30316.49,30776.48,28724.0,29205.79,4957.85513,147168674.3619761,0.2623640449418638,0.2993220223381143,2022-05,0.2536556776863645,0.05728145269969663,29446.83,0.1739068047673796,97572.14136749058,115138.50827511869,0
332,2022-05-21,29205.79,29655.16,28944.48,29446.83,2145.712133,62985863.72315503,0.2831781920147106,0.29402667235455954,2022-05,0.23427054606660908,0.05928122480098513,30288.62,0.05650719989080766,100149.19985836792,125694.82687371856,0
331,2022-05-22,29446.83,30487.79,29256.53,30288.62,2656.815386,79626196.43631884,0.34931180051540234,0.2907759490580845,2022-05,0.23847743552877337,0.025544072482753075,29112.15,0.10205488680886256,104163.80488883087,127007.32652297428,0
330,2022-05-23,30288.62,30665.34,28867.03,29112.15,3554.517291,106536360.74214914,0.4322630833378144,0.28568211323259757,2022-05,0.2531692604555707,0.03167575508751391,29658.72,0.15166842529839905,101902.99976598247,114989.85610793954,0
329,2022-05-24,29112.15,29885.57,28660.01,29658.72,3531.407874,103401374.10728665,0.4160582129669014,0.28207351860874214,2022-05,0.23263624002098565,0.042445444231224295,29545.39,0.10155617034754452,105144.35411294297,127488.68087398828,0
328,2022-05-25,29658.72,30224.13,29335.22,29545.39,3822.92207,113745732.77050808,0.48877697644406404,0.27860122838909124,2022-05,0.24217556782274102,0.04216820160090775,29194.55,0.07210127618917656,106048.02990139458,121998.87911920816,0
327,2022-05-26,29545.39,29883.01,28003.34,29194.55,5434.694468,158703894.974579,0.477214427573448,0.2748176653194458,2022-05,0.2401976107087887,0.04566548422269149,28625.97,0.15878694657784273,106231.43584456078,121542.88178071825,0
326,2022-05-27,29194.55,29393.92,28283.52,28625.97,5165.858865,149188847.6996758,0.4417139385616935,0.27035405370379145,2022-05,0.23407437349129073,0.06500184476753476,29028.45,0.09148034794660068,105882.26532497097,122293.33565509508,0
325,2022-05-28,28625.97,29257.6,28523.28,29028.45,1854.96237,53551249.09977568,0.4225856373859709,0.26705200600326656,2022-05,0.22415090348466382,0.06177663620002936,29467.99,0.0585755607935369,108698.61411053744,129503.05083683324,0
324,2022-05-29,29028.45,29595.99,28843.73,29467.99,1518.044894,44333787.20104669,0.38027078811005555,0.2648687094842616,2022-05,0.2311754175517559,0.022055960729088626,31730.87,0.060145205234948415,111254.0820267842,127469.25748705595,0
323,2022-05-30,29467.99,32228.0,29309.47,31730.87,5648.767868,174047783.95897633,0.5534568184377414,0.2670339645949034,2022-05,0.23884674261896327,0.01801397701111545,31801.46,0.24968108394710464,118826.09395464524,132849.33596049857,0
322,2022-05-31,31730.87,32397.99,31225.04,31801.46,4328.982311,137421010.42861137,0.5334742722336064,0.2691221705401787,2022-05,0.2783409594549335,0.06757007366300222,29809.48,0.09695310490369556,118166.37333891334,114252.61205291458,0
321,2022-06-01,31801.46,31981.63,29327.9,29809.48,5878.726513,180721219.70820817,0.5204171987963343,0.2673665740171553,2022-06,0.2795729720965456,0.05173666604062598,30458.67,0.22651264202482402,111491.91982208406,106624.04238680778,0
320,2022-06-02,29809.48,30700.0,29592.63,30458.67,5089.941368,152828504.49772227,0.4769251467413934,0.26696606525560124,2022-06,0.2448067935749642,0.070328877124112,29704.54,0.09121524077505806,114090.9164045736,124418.2187447323,0
319,2022-06-03,30458.67,30694.28,29270.31,29704.54,4900.604434,146031794.12824035,0.4955791775701561,0.26522379284373626,2022-06,0.2561371560456845,0.060865857422904485,29870.86,0.1189158779072108,111997.02129932298,115970.22595794698,0
318,2022-06-04,29704.54,29982.9,29487.74,29870.86,1730.122207,51406985.44765281,0.49187943126807177,0.2639517835328446,2022-06,0.24297526776945683,0.05859439079100154,29920.8,0.03765046800602688,113166.86573742946,122936.86225329932,0
317,2022-06-05,29870.86,30236.63,29536.68,29920.8,1896.65778,56697516.65303103,0.44911068938288556,0.2628922981955874,2022-06,0.24587806338573276,0.02055825894114362,31371.82,0.05556838802590561,113812.90860579503,121688.58705787567,0
316,2022-06-06,29920.8,31758.79,29888.88,31371.82,5637.268622,175963003.66890073,0.5935371336446198,0.26458879313522526,2022-06,0.24674967000596376,0.02255617867662607,31123.41,0.15793300400548085,118567.21155674035,127139.27134967098,0
315,2022-06-07,31371.82,31581.05,29215.38,31123.41,5147.798745,155958818.59784395,0.5525260097025568,0.2656691764219889,2022-06,0.27207443248268787,0.0674321177289474,30202.58,0.20130908696390176,117150.00117811025,114391.99796014602,0
314,2022-06-08,31123.41,31320.36,29845.96,30202.58,4243.88759,129315460.42967685,0.5040316395988252,0.26496173100129,2022-06,0.26773891384969667,0.06155996975739982,30102.09,0.1233282061781349,113987.46122368122,112805.08995431697,0
313,2022-06-09,30202.58,30699.99,29946.99,30102.09,2757.744506,83384420.17298812,0.5182350838283437,0.26413778469724686,2022-06,0.25166759778827646,0.05071578852233581,29088.69,0.06020995088080355,113962.58924756954,119609.51110490735,0
312,2022-06-10,30102.09,30364.1,28855.01,29088.69,4727.357949,139724001.22454947,0.4934649743374311,0.26153798978979176,2022-06,0.2499137381713959,0.032886597174284625,28422.39,0.12636337706289277,111220.6623802137,116393.92175516332,0
311,2022-06-11,29088.69,29437.91,28101.02,28422.39,2510.072893,72115386.31700006,0.4396240190204923,0.25796659842064434,2022-06,0.23222679085577497,0.05651596054784584,26578.02,0.11129689028412862,110177.56642685969,122389.65912792033,0
310,2022-06-12,28422.39,28545.35,26559.85,26578.02,4344.944837,119624907.04735568,0.3424031199014693,0.2513605106816738,2022-06,0.22059780625305325,0.029915292037384703,22485.59,0.16804644887631331,105735.65659702111,120480.79649398549,0
309,2022-06-13,26578.02,26886.83,21937.0,22485.59,15390.382143,373268481.9665571,0.11538381119582758,0.23789524428819558,2022-06,0.18840787629399292,0.051928167742929264,22150.09,0.42740788181994793,94517.87139349486,119344.27601655749,0
308,2022-06-14,22485.59,23369.09,20866.01,22150.09,11397.304219,253269812.70900837,0.10667729634816839,0.22509848619872702,2022-06,0.11698238408670414,0.18443977942538622,22582.72,0.2133316534463061,98400.77237107187,189344.51704454032,0
