timestamp,open,high,low,close,volume,turnover,RSI,EMA
2021-07-30,40015.2,42290.0,38328.58,42195.18,193.017448,7673764.55381353,42.63509799696526,43711.50557427975
2021-07-29,39987.87,40612.3,39292.52,40015.2,97.664092,3896644.98251359,36.46993363027737,43359.47647196739
2021-07-28,39500.0,40889.15,38800.01,39987.87,181.90394,7251512.06385664,36.39887168020487,43038.371093684786
2021-07-27,37252.28,39500.0,36410.5,39500.0,152.052798,5739165.48887707,35.0846504830628,42701.38337047671
2021-07-26,35348.21,40564.19,35242.89,37252.28,284.339773,10873765.55771645,29.754328125254546,42182.421144717024
2021-07-25,34270.0,35386.12,33864.49,35348.21,87.532324,3014452.84640137,26.132391406521776,41531.54389283921
2021-07-24,33631.55,34467.08,33409.59,34270.0,62.298059,2105199.4953865,24.32656256762063,40839.96828399738
2021-07-23,32310.43,33631.55,32013.22,33631.55,67.196901,2197272.83064912,23.29982759142199,40153.45225695001
2021-07-22,32137.21,32496.63,31728.28,32310.43,49.528767,1591089.67464281,21.296778538423368,39406.49775628811
2021-07-21,29782.8,32817.63,29513.9,32137.21,103.9724,3275633.37623013,21.041359582037867,38714.18463664163
2021-07-20,30819.86,31050.0,29314.77,29782.8,115.334421,3439814.62220021,17.899117914971992,37863.576576009094
2021-07-19,31778.75,31891.94,30469.5,30819.86,45.645321,1415999.76335522,23.33031937507869,37192.74642591299
2021-07-18,31512.99,32416.17,31150.0,31778.75,51.190212,1624703.8292661,28.068553050944335,36677.12771868318
2021-07-17,31390.98,31970.57,31170.0,31512.99,16.499096,519700.36284282,27.56018246059601,36185.30507880859
2021-07-16,31861.82,32235.05,31042.08,31390.98,49.591002,1572089.6654981,27.31557972450294,35728.70269035063
2021-07-15,32823.9,33167.42,31150.0,31861.82,49.931742,1587363.04941004,29.90112919443034,35360.42814841247
2021-07-14,32715.61,33074.3,31605.25,32823.9,11.78523,380449.31344244,34.98992154506159,35118.854039039856
2021-07-13,33109.63,33324.49,32206.81,32715.61,12.811375,421642.3920268,34.6847081410097,34889.973654369394
2021-07-12,34246.51,34650.0,32665.68,33109.63,13.101666,435280.19288345,36.84341594979795,34720.41711585802
2021-07-11,33509.32,34586.63,33326.11,34246.51,13.776442,467099.43531046,42.725378581022916,34675.283104823924
2021-07-10,33815.88,34233.49,33055.38,33509.32,4.168134,140604.53685983,40.1163742766784,34564.2389996026
2021-07-09,32892.17,34077.01,32307.11,33815.88,9.554352,316174.10759636,41.710419153238426,34492.966713926166
2021-07-08,33865.3,33921.53,32235.82,32892.17,18.33107,599444.01601145,38.394061549737444,34340.50988402843
2021-07-07,34224.45,35008.17,33800.68,33865.3,4.92434,169941.81730696,43.49148372669112,34295.25179983525
2021-07-06,33704.41,35098.33,33578.49,34224.45,3.802583,130161.32053056,45.2906819781545,34288.50877127951
2021-07-05,35225.48,35239.23,33187.09,33704.41,13.578128,465619.06171732,43.14840592095713,34232.88031687193
2021-10-11,54668.53,57800.0,54450.0,57506.97,737.101737,41745855.83922055,82.93521189556748,36449.46028669365
2021-10-10,54934.91,56550.0,54024.15,54668.53,1019.131803,56200331.72744811,76.09610212853055,38184.60978319901
2021-10-09,53949.01,55470.0,53680.01,54934.91,782.695321,42876048.69606606,76.29367685763556,39779.87647051339
2021-10-08,53801.17,56102.37,53660.0,53949.01,825.077233,44960162.38760311,73.86040685850526,41129.31775903592
2021-10-07,55300.01,55313.68,53422.04,53801.17,774.557183,42074706.80156227,73.48194148694665,42336.16082960393
2021-10-06,51473.85,55750.0,50400.0,55300.01,1100.045644,58396463.78027931,74.88689780474813,43570.81313154641
2021-10-05,49245.76,51870.0,49043.88,51473.85,1028.261671,51456882.41851219,65.36623653422906,44323.483309494375
2021-10-04,48200.0,49490.0,46930.65,49245.76,913.675792,44237913.49162313,60.539491811777964,44792.27156573301
2021-10-03,47641.01,49240.0,47099.99,48200.0,257.724141,12406515.32824863,58.361233926225744,45116.8171309013
2021-10-02,48114.61,48252.31,47394.19,47641.01,263.122172,12573858.02218561,57.17697038418708,45357.21645176784
2021-10-01,43801.54,48420.0,43283.41,48114.61,525.125568,24328537.7088469,57.955412507016234,45619.82536112328
2021-09-30,41512.51,44067.0,41402.52,43801.54,335.265109,14500035.16712148,49.18635230579654,45446.655326730586
2021-09-29,41028.29,42577.27,40769.0,41512.51,301.226587,12602054.3594842,45.271348881835095,45071.97481942292
2021-09-28,42149.18,42753.37,40884.38,41028.29,254.164305,10639244.62827894,44.46507520100196,44686.86197947788
2021-09-27,43127.93,44285.56,42112.08,42149.18,244.021722,10595937.34575875,46.825902044257376,44445.17798143237
2021-09-26,42665.0,43876.81,40767.63,43127.93,324.542433,13757681.29490271,48.86984386231507,44319.72579272452
2021-09-25,42804.98,42950.69,41642.65,42665.0,191.811663,8146644.43298754,47.93138209513472,44162.13286008409
2021-09-24,44811.07,45100.99,40735.01,42804.98,472.905144,20147802.28927743,48.25496062762455,44032.88020674275
2021-09-23,43514.57,44931.18,43043.57,44811.07,294.205773,12951288.85474374,52.78357993835861,44106.9935203863
2021-09-22,40717.22,43989.99,40572.28,43514.57,368.823524,15688067.7918568,49.75301701770717,44050.57223273046
2021-09-21,43049.82,43600.3,39632.1,40717.22,768.442768,32206714.10602254,43.89681031092442,43733.11011532756
2021-09-20,47252.31,47338.82,42523.37,43049.82,531.465973,23509851.54162845,49.260027118171564,43668.034866248745
2021-09-19,48272.38,48328.8,46864.83,47252.31,180.834669,8624101.79933573,57.19866845376482,44009.39440279648
2021-09-18,47290.58,48773.78,47058.1,48272.38,185.709749,8954097.94449346,58.88038560591487,44415.39303110158
2021-09-17,47729.93,48142.22,46750.01,47290.58,227.556339,10809013.21506057,56.5762523840059,44689.22036147286
2021-09-16,48128.25,48470.0,47020.51,47729.93,262.464978,12555346.71381928,57.38000540255088,44978.8117556183
2021-09-15,47100.0,48444.0,46686.86,48128.25,302.601632,14401236.09838217,58.13655335850599,45278.75825508322
2021-09-14,44910.13,47233.76,44590.01,47100.0,340.498618,15738681.80302288,55.40251957886522,45452.2098498372
2021-09-13,45986.0,46782.0,43381.99,44910.13,476.493014,21310166.29822948,50.00860982145695,45400.58319747176
2021-09-12,45131.32,46377.51,44713.09,45986.0,254.371103,11592128.05251026,52.45756978401225,45456.33717866492
2021-09-11,44830.7,45943.71,44727.84,45131.32,289.418999,13110344.44153312,50.347518698141336,45425.38316164922
2021-09-10,46358.44,46998.0,44150.0,44830.7,369.397501,16907345.44531995,49.59191393814474,45368.74667006358
2021-09-09,46014.25,47338.87,45508.88,46358.44,288.664531,13394202.18936894,53.41796965232859,45463.003177676575
2021-09-08,46729.2,47299.87,44436.94,46014.25,407.756328,18811726.02696816,52.45203683517943,45515.502875040715
2021-09-07,52586.77,52818.37,43000.0,46729.2,645.126118,31138071.46454897,54.3005912170104,45631.09307741779
2021-09-06,51726.73,52662.73,50963.72,52586.77,257.346181,13308232.98782187,65.97279960865419,46293.53849861609
2021-09-05,49919.82,51836.71,49485.03,51726.73,231.26447,11723610.61404824,63.41186310226777,46810.9853082717
2021-09-04,49973.87,50550.0,49400.0,49919.82,186.580609,9335957.17190948,58.29214024361393,47107.064802722016
2021-09-03,49231.18,50987.0,48358.37,49973.87,313.834521,15695363.8110566,58.40033584959218,47380.09386912944
2021-09-02,48783.19,50326.95,48558.75,49231.18,292.562294,14530831.04387024,56.24137766444875,47556.387786355204
2021-09-01,47103.33,49059.99,46500.0,48783.19,179.998962,8590117.82829317,54.92244039807906,47673.22609241662
2021-08-31,46986.26,48200.0,46700.0,47103.33,274.37544,12979845.30892639,50.17114877984194,47618.95027409122
2021-08-30,48756.58,48873.18,46864.01,46986.26,177.492634,8500998.74091836,49.84750852863844,47558.69405751111
2021-08-29,48884.84,49614.36,47800.0,48756.58,125.332522,6092212.65307796,54.61521597108374,47672.77843298624
2021-08-28,49037.99,49257.4,48352.9,48884.84,147.818635,7224965.03654858,54.949366483323935,47788.21286793993
2021-08-27,46822.44,49089.0,46338.71,49037.99,179.847809,8625626.58502545,55.371889919150014,47907.23926146946
2021-08-26,48996.42,49344.29,46323.43,46822.44,176.035044,8317426.60545521,48.31262085220769,47803.92504609142
2021-08-25,47671.53,49245.14,47120.0,48996.42,205.688869,9907061.04466961,54.449184182021725,47917.49599408271
2021-08-24,49519.22,49790.14,47525.41,47671.53,215.420646,10504541.36930596,50.51318984647954,47894.07066131293
2021-08-23,49223.35,50424.0,49022.0,49519.22,229.063926,11427242.01553351,55.35965001859822,48048.846788806935
2021-08-22,48772.59,49506.7,48074.56,49223.35,132.608239,6471911.77505594,54.44023480912264,48160.70423749199
2021-11-30,57749.68,59160.16,55898.52,56891.82,993.599752,56960429.11568562,68.87069649979388,48992.239072016564
2021-11-29,57276.97,58818.26,56681.05,57749.68,697.040074,40169506.34988747,70.01488314236748,49826.28106515784
2021-11-28,54748.69,57419.85,53272.61,57276.97,719.464883,39494638.96876913,68.52033468623029,50535.87048752376
2021-11-27,53730.45,55279.63,53636.89,54748.69,480.90183,26273441.9920241,61.01805801288938,50937.09139347388
2021-11-26,58874.68,59124.89,53500.0,53730.45,1353.858025,74686195.54616766,58.25180040556238,51203.12554647637
2021-11-25,57165.63,59378.73,57000.0,58874.68,562.190894,32713167.35879766,66.51181412777858,51933.749780145285
2021-11-24,57571.52,57742.92,55904.28,57165.63,504.890531,28691724.32565612,62.11480640984913,52432.02408679812
2021-11-23,56274.98,57980.0,55378.73,57571.52,729.474983,41536584.82554047,62.744725069698944,52921.49988805544
2021-11-22,58658.24,59398.99,55625.01,56274.98,822.965638,47160320.1342294,59.35004931607254,53240.87894633588
2021-11-21,59696.54,60000.0,58544.02,58658.24,537.007897,31753947.95661847,63.28250886466705,53756.81809430389
2021-11-20,58081.7,59844.27,57399.0,59696.54,485.840542,28503521.00921019,64.87668341794428,54322.50589484638
2021-11-19,56930.86,58345.34,55637.6,58081.7,835.92898,47665564.02906613,60.478671099461394,54680.52438105148
2021-11-18,60300.53,60876.3,56505.0,56930.86,1102.925096,64734491.32475118,57.48769573496404,54894.842059046576
2021-11-17,60104.47,60757.07,58352.31,60300.53,869.979815,52014108.32184872,63.222857648935005,55409.66948199452
2021-11-16,63569.18,63569.18,58568.65,60104.47,1359.14985,82543345.68929813,62.6929066031612,55856.79334085218
2021-11-15,65475.82,66293.41,63381.57,63569.18,569.737008,36991772.02079136,67.82549135610144,56591.30635600912
2021-11-14,64365.7,65498.64,63594.01,65475.82,415.204178,26769777.71206014,70.2510038931175,57437.45051257968
2021-11-13,64114.27,64916.63,63333.93,64365.7,308.202522,19765010.13003838,67.08018273202399,58097.2837970959
2021-11-12,64719.44,65367.6,62304.06,64114.27,633.572225,40495554.97664203,66.34973314913907,58670.33010213439
2021-11-11,64892.02,65549.99,64100.0,64719.44,501.693509,32528059.07728015,67.27345485207907,59246.435806693014
2021-11-10,66893.63,68967.21,62870.02,64892.02,906.447101,60230473.97503463,67.54704761477892,59784.11049176987
2021-11-09,67465.37,68469.98,66150.0,66893.63,643.383138,43389169.50859973,70.61535313310216,60461.20758779179
2021-11-08,63239.98,67728.2,63239.98,67465.37,629.783858,41403260.27978387,71.44581176827919,61128.27067466876
2021-11-07,61428.16,63254.16,61300.03,63239.98,274.893108,17073520.65892806,58.32636931242569,61329.38584850983
2021-11-06,60947.75,61550.78,60007.19,61428.16,348.747602,21219540.15757751,53.767168680941346,61338.79291055651
2021-11-05,61382.1,62566.94,60681.51,60947.75,336.575891,20680636.45807605,52.59325679841065,61301.55072859875
2021-11-04,62899.86,63088.61,60676.02,61382.1,291.231769,17980443.26206697,53.580070738027,61309.222087779825
2021-11-03,63182.5,63483.12,60373.11,62899.86,413.924393,25863040.86745793,56.95212700785859,61460.711412753175
2021-11-02,60839.3,64270.92,60577.52,63182.5,416.920817,26140889.99658407,57.570251568796344,61624.69127820525
2021-11-01,61241.16,62378.38,59439.77,60839.3,281.500271,17204897.79633461,51.0284535982339,61549.89210885237
2021-10-31,61793.47,62352.92,60000.0,61241.16,261.088116,15877274.9245469,52.035090244775255,61520.48905086643
2021-10-30,62250.71,62340.07,60686.29,61793.47,215.66573,13266069.29615523,53.45130539146055,61546.4872364982
2021-10-29,60566.68,62935.25,60200.0,62250.71,380.384472,23406239.7782845,54.64522373569114,61613.55607111742
2021-10-28,58485.76,62500.0,57948.02,60566.68,684.597324,41019988.13583334,49.599381466018194,61513.853588153856
2021-10-27,60292.0,61434.44,58051.0,58485.76,896.591871,53143194.67985605,44.17168366718026,61225.463722615386
2021-10-26,63078.41,63300.0,59900.0,60292.0,541.859274,33512089.14844482,49.352542967267475,61136.562415699635
2021-10-25,60873.54,63709.8,60668.56,63078.41,527.905248,33075306.98773933,56.11787566619484,61321.50028087109
2021-10-24,61314.15,61490.02,59508.0,60873.54,575.617262,34882486.28298428,50.38283185507274,61278.837396978604
2021-10-23,60719.0,61704.21,59700.0,61314.15,553.820131,33792747.13300072,51.45059631621308,61282.20050202826
2021-10-22,62228.43,63702.34,60011.11,60719.0,924.757517,57282170.50976101,49.88887349177527,61228.56235897794
2021-10-21,65998.65,66645.39,62077.0,62228.43,1019.22596,65467914.5689014,53.72531220713434,61323.78784859909
2021-10-20,64224.62,66934.88,63502.65,65998.65,610.317625,39802635.48075854,61.627579160724395,61769.012815399175
2021-10-19,62022.11,64450.0,61244.06,64224.62,679.630752,42656058.98315605,56.71941694731188,62002.88016631354
2021-10-18,61541.87,62600.0,59830.3,62022.11,795.161235,49023322.2078602,51.260934352003446,62004.71157904558
2021-10-17,60863.16,61700.37,59000.0,61541.87,724.426375,43944996.00969674,50.12815068154909,61960.63142866029
2021-10-16,61585.55,62300.39,60135.0,60863.16,555.703159,34019895.51639679,48.497029594877155,61856.110340216444
2021-10-15,57343.15,62790.0,56850.01,61585.55,1006.980643,60597986.93936423,50.3488792951996,61830.34268876726
2021-10-14,57364.71,58500.0,56803.97,57343.15,691.736737,39863911.57968805,41.020626285864765,61402.991004122756
2021-10-13,55999.63,57733.52,54253.37,57364.71,908.039309,50856520.73959879,41.08037001748485,61018.39281325392
2021-10-12,57506.97,57631.0,53950.83,55999.63,851.978777,48067401.86884786,38.42628620883367,60540.415402467836
2021-10-11,54668.53,57800.0,54450.0,57506.97,737.101737,41745855.83922055,42.81934687918028,60251.51584032804
2022-01-19,42361.25,42550.44,41139.25,41650.45,1275.558558,53407469.69646323,23.679810489629105,58479.98576029679
2022-01-18,42203.61,42666.35,41287.08,42361.25,1107.802138,46383632.71707074,25.29187869740422,56944.868068839955
2022-01-17,43080.24,43177.52,41545.35,42203.61,836.904092,35432277.10953009,25.164925596221124,55540.93872895044
2022-01-16,43070.0,43477.37,42600.0,43080.24,567.618805,24447939.25044372,27.34885830924189,54354.20551666944
2022-01-15,43067.32,43791.34,42550.01,43070.0,673.455636,29015557.50486147,27.33882181212356,53279.51927698664
2022-01-14,42570.32,43443.07,41761.01,43067.32,1120.230974,47752146.59272768,27.335994346328857,52306.92886965458
2022-01-13,43907.95,44414.76,42312.4,42570.32,1009.413836,43736547.23530836,26.782797393251528,51379.63278683033
2022-01-12,42725.58,44291.32,42450.0,43907.95,1226.75935,53258998.87005179,30.839448399285395,50668.04394998934
2022-01-11,41819.2,43107.79,41261.08,42725.58,1249.436355,52852192.42164392,29.294402977811647,49911.61881189512
2022-01-10,41855.61,42239.21,39655.01,41819.2,1389.32042,57138002.41666268,28.13091962167833,49140.9122583813
2022-01-09,41676.13,42775.7,41215.49,41855.61,653.508305,27408551.19581773,28.25419237626791,48447.073948059275
2022-01-08,41550.0,42300.0,40521.62,41676.13,731.92936,30435577.57875195,27.999244504346233,47802.2221434822
2022-01-07,43097.54,43140.22,40625.0,41550.0,1900.137277,79634073.73838672,27.809335254034462,47206.77241553151
2022-01-06,43419.31,43782.71,42434.63,43097.54,1747.791241,75338115.1902179,33.7469730583788,46815.41694738565
2022-01-05,45828.49,47045.55,42518.73,43419.31,1682.634323,76547644.28127772,34.94509510084597,46491.97819049178
2022-01-04,46450.57,47517.97,45572.35,45828.49,1160.030517,53831757.41580269,43.22392702545953,46428.78883901638
2022-01-03,47286.53,47569.18,45727.44,46450.57,1331.044018,62310932.94558309,45.16442457065608,46430.86323530054
2022-01-02,47729.81,47974.43,46666.0,47286.53,1167.114272,55173758.32842734,47.74887005466277,46512.35530812906
2022-01-01,46198.56,47949.99,46198.56,47729.81,1267.849837,59738290.91041904,49.118312547505276,46628.30337402153
2021-12-31,47117.73,48587.71,45668.58,46198.56,1960.62086,92756288.08027163,44.75476198503902,46587.37543363853
2021-12-30,46479.27,47907.73,45959.84,47117.73,1495.990106,70350602.59472183,47.75513080517174,46637.885392339624
2021-12-29,47540.0,48152.43,46086.15,46479.27,2829.059053,134369060.15207016,45.890779443126775,46622.779164497755
2021-12-28,50674.5,50697.77,47325.65,47540.0,3957.093337,193203909.44213548,49.423523217278486,46710.133529783685
2021-12-27,50771.79,52072.17,50469.73,50674.5,1881.51612,96194921.78113159,58.1241842207992,47087.69224123286
2021-12-26,50404.25,51266.53,49420.41,50771.79,1207.320243,60641508.15712903,58.363604763222654,47438.55869444877
2021-12-25,50811.54,51127.04,50189.0,50404.25,1447.0968,73505007.14199478,57.036897475381224,47721.00548545365
2021-12-24,50787.05,51822.46,50415.59,50811.54,1522.955519,77765913.49406594,58.1716154099504,48015.34210588664
2021-12-23,48596.73,51345.67,48031.06,50787.05,1452.390729,72312448.3111394,58.07229671439406,48279.314286278386
2021-12-22,48901.71,49554.0,48421.5,48596.73,811.536777,39736884.42858973,49.871179979190934,48309.54435425188
2021-12-21,46910.34,49318.01,46651.17,48901.71,1072.469813,52069891.33963858,50.9107151118626,48365.941082418365
2021-12-20,46681.75,47500.0,45566.01,46910.34,744.947008,34532473.73189597,44.43168814779357,48227.31240790233
2021-12-19,46849.19,48304.83,46437.15,46681.75,858.51694,40602096.2726759,43.743504866047964,48080.115988102116
2021-12-18,46176.1,47340.29,45510.91,46849.19,580.816332,26996917.39485565,44.422546833433756,47962.8849416162
2021-12-17,47635.25,48003.49,45486.65,46176.1,885.152664,41445348.04766058,42.21654804195071,47792.71494717656
2021-12-16,48864.41,49432.45,47536.12,47635.25,678.538399,33011076.46679433,48.21968174512197,47777.71828554069
2021-12-15,48361.9,49473.92,46553.63,48864.41,1412.838744,68039836.70606302,52.67949868603044,47881.21273453682
2021-12-14,46692.89,48646.96,46294.56,48361.9,1008.947665,47662281.75404538,50.754852682023134,47926.99247410474
2021-12-13,50068.01,50175.57,45782.44,46692.89,1400.571395,66909898.43989851,44.8887978606264,47809.45890514238
2021-12-12,49363.33,50778.0,48664.25,50068.01,633.368056,31448686.45818328,55.97092381998091,48024.55900941454
2021-12-11,47185.58,49486.18,46780.0,49363.33,638.07832,30855362.32270889,53.549738870470556,48152.061008517914
2021-12-10,47578.87,50069.0,46904.44,47185.58,1261.645624,60897860.46539657,46.81051789890906,48060.015198182875
2021-12-09,50438.98,50765.97,47340.74,47578.87,975.901343,47698584.38993156,48.081284646860844,48014.19184597499
2021-12-08,50573.81,51195.24,48600.0,50438.98,881.633075,44173388.51257148,56.264574789645046,48245.12405112023
2021-12-07,50446.86,51899.24,50017.12,50573.81,1123.498982,57250590.33483848,56.611762625336496,48466.90366529925
2021-12-06,49371.16,50848.55,47070.0,50446.86,1412.518501,68758148.15029867,56.159712207578664,48655.47093527075
2021-12-05,49202.39,49719.62,47750.0,49371.16,1229.22718,60247136.18012369,52.34551763739574,48723.631798578295
2021-12-04,53650.0,53850.19,42356.01,49202.39,2571.266073,124091197.70328894,51.75164827372395,48769.22781776132
2021-12-03,56452.9,57550.0,51662.51,53650.0,1416.324819,78028569.85021253,63.502936469863045,49234.06326368881
2021-12-02,57171.49,57338.94,55755.58,56452.9,806.223388,45622874.30123917,68.68007000968491,49921.57152428988
2021-12-01,56891.82,58937.15,56435.68,57171.49,1024.10945,58792024.31200574,69.86046207807269,50612.03995054799
2021-11-30,57749.68,59160.16,55898.52,56891.82,993.599752,56960429.11568562,68.77408715729248,51210.11424097198
2022-03-10,41941.57,42038.48,38529.8,39415.0,6351.181082,251192222.14037763,33.6053048636968,50086.77002754608
2022-03-09,38725.35,42582.09,38659.83,41941.57,5195.569327,216271547.09961703,38.50141548643848,49311.03669158932
2022-03-08,38005.14,39368.73,37875.76,38725.35,4207.607882,162690331.92504085,34.96657343647162,48302.8760542951
2022-03-07,38387.97,39542.38,37155.76,38005.14,3747.458097,143537957.58268752,34.20915862887641,47322.139287219376
2022-03-06,39394.11,39676.68,38100.0,38387.97,1866.601568,72587044.68346209,35.01495560887107,46471.266021769916
2022-03-05,39147.92,39601.47,38583.33,39394.11,1587.088609,61990863.69121229,37.19221807815798,45797.25116255373
2022-03-04,42467.63,42517.19,38522.16,39147.92,4275.329252,174228262.36760246,36.86673477283703,45163.9815280248
2022-03-03,43900.44,44083.33,41843.94,42467.63,1968.83472,84462862.41716963,43.98530880177615,44907.186144403386
2022-03-02,44409.75,45338.18,43324.95,43900.44,1591.960403,70265172.25551773,46.774801230305776,44811.30555922211
2022-03-01,43178.53,44978.55,42834.83,44409.75,1932.448519,84742328.06677172,47.77047620077886,44773.06217262953
2022-02-28,37662.03,44225.71,37436.93,43178.53,2420.552195,96735477.51250885,45.55204327760693,44621.20196571243
2022-02-27,39104.76,39858.29,37000.0,37662.03,1313.542721,50600866.46231978,37.21334774544491,43958.42368326363
2022-02-26,39199.35,40315.83,38581.0,39104.76,768.381481,30181026.55514739,40.2917860768438,43496.16999914328
2022-02-25,38320.27,39682.36,38027.31,39199.35,1619.855918,62955351.82457906,40.49777373113938,43086.94904684392
2022-02-24,37222.66,39790.0,34311.12,38320.27,3447.056833,124154974.31591804,39.14612528033085,42632.97961381116
2022-02-23,38242.38,39250.0,37033.48,37222.66,1422.586624,54390704.7706251,37.46476807693754,42117.71107916248
2022-02-22,37001.54,38419.12,36334.18,38242.38,1837.647049,68851986.47149149,40.041331019032825,41748.63192876605
2022-02-21,38379.6,39478.12,36788.93,37001.54,2358.966791,90070714.11650955,37.99013861025701,41296.52793555024
2022-02-20,40091.28,40112.35,38000.0,38379.6,922.334473,35576007.80469044,41.57003569236041,41018.72527502164
2022-02-19,39969.71,40447.35,39642.04,40091.28,571.37656,22852653.055124,45.75873086303538,40930.39715359102
2022-02-18,40538.28,40950.03,39437.16,39969.71,1500.174704,60382219.55402693,45.50919623344162,40838.9031389633
2022-02-17,43852.75,44157.06,40050.0,40538.28,1896.762825,80022513.67295288,46.96584457289218,40810.27236382394
2022-02-16,44537.97,44545.13,43279.2,43852.75,1082.940949,47577159.32694583,54.58708584408364,41100.032138697854
2022-02-15,42532.78,44747.61,42415.05,44537.97,1535.568549,67490635.9846849,55.9949890830496,41427.4547921552
2022-02-14,42051.54,42842.48,41560.66,42532.78,1529.84663,64656108.82870223,51.01110063082422,41532.72385956899
2022-02-13,42208.29,42750.0,41871.01,42051.54,739.292748,31301785.23712191,49.86401131925924,41582.13492056242
2022-02-12,42373.25,42990.12,41737.59,42208.29,702.23933,29704306.92872618,50.25638547387258,41641.76873765171
2022-02-11,43486.15,43913.02,41962.86,42373.25,2183.277402,94182665.06280562,50.69371507316954,41711.433619780124
2022-02-10,44374.57,45799.0,43200.0,43486.15,2615.52904,116265786.02026365,53.65407979624168,41880.45422742011
2022-02-09,44027.52,44799.1,43117.81,44374.57,1849.159864,81229185.61920486,55.92888316840248,42117.98906290391
2022-02-08,43823.01,45470.0,42666.0,44027.52,2091.155938,91645266.06842743,54.797393327296504,42299.84915215115
2022-02-07,42377.65,44480.0,41653.86,43823.01,1820.65264,78645671.04185732,54.102782897769636,42444.91209004152
2022-02-06,41369.52,42669.98,41124.86,42377.65,696.826581,29046574.26531767,49.342340523247195,42438.506176704235
2022-02-05,41549.33,41900.0,40933.97,41369.52,1092.79674,45329836.71458931,46.28335295656183,42336.69796939907
2022-02-04,37306.64,41703.3,37032.29,41549.33,1715.620839,66958872.96685218,46.91548499923839,42261.71054374202
2022-02-03,36898.91,37421.07,36244.75,37306.64,993.738339,36499217.07078183,36.115853552951606,41789.79906338564
2022-02-02,38697.45,38858.16,36606.09,36898.91,1242.965677,47047085.23457377,35.27546236569188,41324.00010496796
2022-02-01,38454.49,39274.99,37978.46,38697.45,1304.355036,50292714.7448373,41.71790924525538,41073.8524759234
2022-01-31,37944.21,38768.13,36655.0,38454.49,1422.541491,53584122.43914894,41.12243893168652,40824.38938297831
2022-01-30,38148.85,38377.14,37360.14,37944.21,652.494489,24732486.1882344,39.836336889196986,40550.08658459943
2022-01-29,37711.78,38749.93,37310.0,38148.85,835.429182,31638244.43567931,40.63814544797531,40321.39738606614
2022-01-28,37200.09,37990.0,36163.56,37711.78,1308.561533,48484152.06695431,39.429489413923505,40072.862396916986
2022-01-27,36817.96,37213.11,35513.34,37200.09,1301.609684,47330975.99604484,38.004396123811446,39799.265025782035
2022-01-26,36953.45,38903.48,36256.91,36817.96,1467.601021,55069471.70489362,36.930898940926525,39515.33121380279
2022-01-25,36667.55,37529.98,35715.71,36953.45,1121.807029,41000557.43346237,37.603883998452716,39271.34252677396
2022-01-24,36266.26,37540.2,32961.52,36667.55,2523.80255,87539239.56414592,36.71364246743476,39023.36228612882
2022-01-23,35047.73,36499.0,34629.61,36266.26,786.486142,27858194.22654388,35.44522630994583,38760.78111602131
2022-01-22,36443.48,36831.94,34021.01,35047.73,2151.268584,76259517.6003379,31.84717183477071,38407.15720020976
2022-01-21,40700.0,41104.67,35457.0,36443.48,2916.074421,111522431.7055012,39.431434457860426,38220.14032399931
